index,question,answer,category,l2_category,image_src,image_height,image_width,meta_info_source,meta_info_split,meta_info_image_path,local_path
1312,"Where is the testa?
Options: A: A, B: C, C: D, D: B",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1312/image/image.jpg?Expires=1745640619&Signature=abImuXXFcRAVYn7CI5amKzlMjR8D1hYLsr1RUD7hJ2B-FrSt5ElKQo0DPv3eP9dflruNk7Pey9e-PwUMklCFHy0B-d2nSmyxEBYZ-cwM~KIZWbfDJFTgLf8lN0SWVm4xM5-Df-r9QS1J1LgUGJfsH3ZZlZqrqMlIl5e2lFhPN3OPMjs5LW-1txWwF-7~A9n43o0tlNs3YH1jRv5WHF7nuXDjhzpePhdHaT4SM1J3dXfvgeEkiQlP3JawcZURaqjfgacqQSLqOAN1u7KT4nLb9X~hyXC2EYGvCu5fhOtcvDjoQd5TM27m6apHsQNRwOOk76NQMBrRrhxbt3MEwEAQpw__&Key-Pair-Id=K3EI6M078Z3AC3,239,266,AI2D_TEST,val,images/1312.jpg,data/mmstar/images\1312\image.jpg
1313,"Which is the stem?
Options: A: None of these, B: A, C: B, D: C",D,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1313/image/image.jpg?Expires=1745640619&Signature=jWQNjxkGR9i746im-IYOyFxPQUcAPvcJkmz3Cs~S22mKSw4JbPEaIMEJ0hZH-F~b4Eq-KgZcehrh0aVI3ebUKoNBMvoKDmtqNbYsBClnqWvc9Pa4bzHVZqmTrjOnv-AyulVdETQxvGIdioRSHMNHwQkGuQmFowiOoqA0pkluDxW63~47cr9rJYeCGfkicSsT58Uxq2b9aG56ntxxMHgObT9rRciHcj-JESSU-wSHoULGqqW-ajufXNZwXSPHPgxLXNTDxkeUC4flC-Lc9HGjf9pBOIPCpjg1G47HDlmPmb5WQowxI~O65xRYLOMkrB~ps2RSp2YTeHK3-2APUS9vmQ__&Key-Pair-Id=K3EI6M078Z3AC3,346,400,AI2D_TEST,val,images/1313.jpg,data/mmstar/images\1313\image.jpg
1314,"Which picture represents Aculeate?
Options: A: G, B: F, C: C, D: N",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1314/image/image.jpg?Expires=1745640619&Signature=m513Tb0HMA9JM1KidAUimLJTSasgOro6ckFEvSdJeh5FuJ7ffia1h1zP56reNXVSgkBzKInC~s6wF4P5122ngvgdriQjt4qR8qe~ICYpj-hfaz1Q4ftv0~YY5NL9DoXPb~9BPFbJkTf11AHmk5VA3og2z7sXAUMgx1sS0avEUXAnQErXeKXJgcDJnnk8eF50npdSE8hdrSMU9DNOSt7hpHKDQSRqXxoDykpU65tNsL-1settUb0U-7o~PomQVUKIHqeMU~Oi7pW7I-Gm67TFp~r8EGrOuTB1dHSSBQdyeVoL9nfW~zw0waLbtTo7UWaMPmG5G63~V3iU9xW~C7g7LQ__&Key-Pair-Id=K3EI6M078Z3AC3,281,300,AI2D_TEST,val,images/1314.jpg,data/mmstar/images\1314\image.jpg
1315,"What is a panicle?
Options: A: Head, B: Spike, C: A usually flat-topped flower cluster in which the individual flower stalks grow upward from various points of the main stem to approximately the same height., D: A branched cluster of flowers in which the branches are racemes.",D,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1315/image/image.jpg?Expires=1745640619&Signature=kybZadEG1ZsPAuTJ8yb6AujbqnnCS82G8Df5Y5IlQLB0hboTK3hZiVKfn-7NYvT0N7TdXEq795XEmosfd74YN~zMn~3cd97pnWj5IFTBRiCPoKzd49KSQrLzlapnsZwfkhCBjtWYg73bGCY-g5ZHhe6BEFeR4acF-VWQsXACdJa6pApRJSebiObQ~uBrDgo3mU~U2lQPtu5LdKSx9qD0IvQu8Sua7kKhlt2z4YGDfZT6TEo23kF5Hng8xCR5XHa3EITYnQzFVycF00VRCkOH93zxThY~CcUz2OVrDiUpRuZCV4GfDJoZrWFNF4Y821d6wu1mRLvO3nRpL7cCjA4hoQ__&Key-Pair-Id=K3EI6M078Z3AC3,446,400,AI2D_TEST,val,images/1315.jpg,data/mmstar/images\1315\image.jpg
1316,"Which of these leaf shapes are oblong?
Options: A: Leaf type H, B: Leaf type A, C: Leaf type D, D: Leaf type C",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1316/image/image.jpg?Expires=1745640619&Signature=ndtZN3JH2a002XpJNuVJ-ARIgNQBIhh3pzdFDPyz8-JFvsNQjeI0kQkOFcFgnZ26d1zCgJB291J6~WcFOnH0AoMno1xXmTmm~jvPTlnxWsWp~R8P7VexrO6Ug4nExWXFHq-NMcRCJYA~Kelga4FzZ9OZpSwn98pyMgp9ZLZtlJq-4yOr1DIlfxHpinopjf-O-GV48-NljRJg8mltLrz~zEn-5Unb-IqLSPCDxRN~0tupEZ3YTCIDa-kJmdQFn0vfc-soOVFwc2azWOrhQpWMXAPxSRf9IXz7SZ2YVF1kCgH9wdVX9et9H0zY5D4lV2KHejWgoAdRMmjeLuJwB4Q6Xw__&Key-Pair-Id=K3EI6M078Z3AC3,473,450,AI2D_TEST,val,images/1316.jpg,data/mmstar/images\1316\image.jpg
1317,"What stage in the diagram given represents a new moon?
Options: A: J, B: D, C: A, D: K",B,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1317/image/image.jpg?Expires=1745640619&Signature=zLHQrjDEiPLhP0CGXPo~rIHt4R~RExGI9AuiArcJyyv--~IC2hjN0WO8ODrDAY-vRsReUiC0z0eh4o9JmelYnEt6uPM0bG36yjG3rkxmTEO5ycewVSInpkyBkkvGV~WQd--mTiBwBC7ETXT5tWzKePYSOo9TFzPYrm1lWbHRCXLeWD~MlhuGdNfTe~kKX7xKdUbVi31u13BHma~nKhgVrxegCwlUUWokJ7-5H7lT2NAI62zAiW4Fo3U3nEJTMsmw~WCknyMFYHTLvfmngzhgmyDR1jAgr1hjvkqx4FzPJrFtD65htgLIpqAb~dj5XlA44nEySwVDqVTQ7KGIdjUJyw__&Key-Pair-Id=K3EI6M078Z3AC3,375,455,AI2D_TEST,val,images/1317.jpg,data/mmstar/images\1317\image.jpg
1318,"Bird G is a _____
Options: A: heron, B: woodpecker, C: warbler, D: finch",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1318/image/image.jpg?Expires=1745640619&Signature=KbOcEWglcZK~KWjGtg1tCSF5Hh1gGeM9h1FxcuovgVV-mUhc2~p0HoKZEUnG4E6~Qr4NGNqmumWUmxcE1zmkx5A6Fy-QYKrPTnFod0y7erMXI~qve1sy8ZtKwzaAjOVecuKLAaAtrX0C5~5BgFx2LuO7H6b64f2vQMbwQbBcb8eNBRaZUpG57dWG5KZer2bW5pfilF9~elQirZX9osNawD2PYHre1hxn4Nd~qxuo1MBHpxgBgPMZ3oN7cL3kNWpQ2bYO8MBUwjUX7UwsgwPO~XyNaMr4zYbwrWljevF6ohVZ5AKwVcwwTrb4ZOdgc2i56PF71rtmpQxCc~WDnybkuw__&Key-Pair-Id=K3EI6M078Z3AC3,912,654,AI2D_TEST,val,images/1318.jpg,data/mmstar/images\1318\image.jpg
1319,"What is E in the diagram?
Options: A: crane fly, B: pupa, C: leatherjacket, D: eggs",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1319/image/image.jpg?Expires=1745640619&Signature=jRc0G59NrIPBaXQuqf1vK4sPKQJ4uyW2MS9MurLdk1I-n829zBqX0q21jHmdTr7j0FA0-RJbgQss~5SaRiTXJH9ky86FXo7odvPiEzsa~aallJ~nB1VSeYvDwRVeCfnW80GGB9hLZKkTEGrecn6whb91W-WJPyTq~co~If8Xqi1zRW1FrhnnD8Io1VZSv4wwyVf4ZEAGpPLncEG0SYloaXruz~ka7w0trZhKZLF~g4dE1j~SHxKnk2VgAattoL~zltkdYA-w8Q3Ffxh8KM7ahplaGct~3moPR5czSWFOLTF5bSrR8WD6Bagz2kh2XmdETGCPqyCziNwwKOFKvW6MCA__&Key-Pair-Id=K3EI6M078Z3AC3,283,480,AI2D_TEST,val,images/1319.jpg,data/mmstar/images\1319\image.jpg
1320,"What term is used to describe A in the diagram?
Options: A: Egg, B: Adult, C: Pupa, D: Larva",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1320/image/image.jpg?Expires=1745640619&Signature=wFWqg-MzyXL1hE48whfZzaoa13xrDegor82uSAYOsTiYTvkcmTlT72Stw6kmyGZrRXWIJepGm~UdE0ntT22VkGxXuz0TdpjGxNFs5JvDexnisFfMUA-nhNaHoxj3m6kF8Lcx2YyYCF55KLPZebi6WO1KUjPgy81rUuDGDj7g6e1NLkL~jXVwv~lCVhfDEj4g7hMk7QSj9f4u1SeC2RAmOaDVTINXKVO9lACfcAPOgMny3JspzZK18EoHwgm2JwUZhOACqVlSTT75NQKnITDJfaK8bO4Vg6EYr6DFSwhE6vDmKxdLKem2N5RWO-8uRuIH6tKMDQa0i685XlNzPrjYfA__&Key-Pair-Id=K3EI6M078Z3AC3,298,202,AI2D_TEST,val,images/1320.jpg,data/mmstar/images\1320\image.jpg
1321,"According to the food web, what leads to increase in the population of ants?
Options: A: Increase in plants, B: Decrease in plants, C: Death of lizards, D: none of the above",C,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1321/image/image.jpg?Expires=1745640619&Signature=q-C2VAK6mP1pOUTb3lfX7RXuwzQhBH359M4aMgOpTloiLT8diwhYnCbs97FnJMIXIahRwbjvm2MjADJaqzvZHXDSMq3YQCsAFMc7j5zGPAxTrIqPfM0Wn7yXf2LGwkuV3rAFOoPoZt3JGs-tEwUTxvZw4VRbzRw6Mw0VBGU5cOPdDnJE~DHWBwcLsTt-fMeuO15YXa2Tf16aTPyqCjA3tPCbqwZpPwF2L6I8gnXJZ4p8w1FVkBC9~61hjF9JwN85N9n1FCSNutktwK9Sqsyh6s0DXsLOwnqsxdFjJw3YLAMjEwpYeRteoBxTsYi2tujuhtzm~JMp439WtNJ2mkRuJw__&Key-Pair-Id=K3EI6M078Z3AC3,497,312,AI2D_TEST,val,images/1321.jpg,data/mmstar/images\1321\image.jpg
1322,"What stage is represented by D in the diagram?
Options: A: 5, B: none of the above, C: 7, D: 6",C,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1322/image/image.jpg?Expires=1745640619&Signature=ZtQPqKwYqLyFA-4LOtm3OpVUD479e4d4zTF86SyRtXfmBIYyLPG3r4Bk5aEtAXWq3J0Bo4p3OVhDBRVcBA0eWjosOQZlp39nd3vDqAHIPLdMRE4XOO-lB6hodpd1V3U9ZPNh2NIvYWQOrZq05B3FYUVG-StUltIjwlltClD5c8ixMNzvBSRkCSFQWdAjcQbJWnrQgGpYP80E3dq2XgUUVFdEzh-nGPO0Y4LY4HYlxZBCxFwlOat0jMuMdjjH7H5m-3mw~8KWhVGYnEEhRoITnqZbEzr7uqE1KLHjuCb5sAi1viKpd73BuXcHyRIS1Ddne97hPf9rSD84xa91zhhXOg__&Key-Pair-Id=K3EI6M078Z3AC3,276,365,AI2D_TEST,val,images/1322.jpg,data/mmstar/images\1322\image.jpg
1323,"<image 1>A light ray enters a block of plastic and travels along the path shown.By considering the behavior of the ray at point P, determine the speed of light in the plastic.(10^8m/s)
Options: A: 0.44, B: 0.88, C: 1.13, D: 2.26",D,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1323/image/image.jpg?Expires=1745640619&Signature=ueNNJNBfYw2ohuikXagWsDluxJYjxiZfrvGRebvk-1p7DnDQmsDxPHgMJ5wCUH5R~IItXlQ9YqF6XPda32GACe8BBmyzFp-i8aUr1QBJ4Ym-D4uEcU3jYgLV0HgW~MI2WM26ZRnzz41vkGpzMq4NBJduWE7NI-RcvQ6dtpin2H0EAUALiJkOd5sv3VjEK0f~G1OrDu2oO0OEW7eqm7WXjWMTi7heu1~b8vfGsJp4~lniSgUUamy02kUe7kehnGUKuVeNrcdSvZ0p8-fXfTnFXl7LHYbsv2kWB84-ZFFNxs4TVDzUodJO~OdFk6HVQZlRkjnHRHcDI-j4urKPqiU6rA__&Key-Pair-Id=K3EI6M078Z3AC3,378,508,MMMU,val,images/1323.jpg,data/mmstar/images\1323\image.jpg
1324,"What phase of the moon does letter B depict?
Options: A: last quarter, B: waning gibbous, C: new moon, D: waxing crescent",D,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1324/image/image.jpg?Expires=1745640619&Signature=ZJc4vOIn-HMR9BcIDfQFHWhn50jJuVPxTcmejIHqUJdagKgFg8-e2j~q0oZ9ypdJ31v45Dxk-SA8TY0siBe411q84lBzU5R0MQPuVb7-znVoHjyLddjmj23N0WNuAV6TxgXpT~Ax8OuBXg1~~8a0KscF8zYKV0JPf40BSZ05mEJadu2xjoQ98IrBrZYgrg00cdpu2ECLmjplwRjmhU06mkCL0QIwe0SlXl6ZdOerv8moJuZRACMyAtAHIQzSbbWiI4NQa-ulGAX~Cg3p8UGi7d2c9~zbBN9uG~YvLI2upAOp27mk6DMn89rJE2NeVqdS4ILTEX0wYJx-tJpKm1uA7A__&Key-Pair-Id=K3EI6M078Z3AC3,500,500,AI2D_TEST,val,images/1324.jpg,data/mmstar/images\1324\image.jpg
1325,"What stage does D depict
Options: A: Chrysalis, B: Egg, C: Caterpillar, D: Butterfly",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1325/image/image.jpg?Expires=1745640619&Signature=BXSP6GaOiCfxzng-tpDrMj-wgR1TZDZR4H68WbC5lS8qPbaFfthpSxfQLWv4CHtU7mYRk0VnW-Ict~1aknYnEgPba86dxQ-Xn5UPhTMIsadkmKYNKExcu4WpCw2cIFebWgYWmwzmlLfdc0jb0i9-nAZD9XHcUy~aEL4MhN5p~umpS2LuDVKEhsvx0thg8eqRq822~mOy44l3vt6lc6s7QjySh2kKDHayXR8MX0tCJ21rtZwTkHiSKGFJWlOlFFpOScByxAkI9b36yMWE9hYiRQcpOtbSIbbZ8ATZiWY3n5TvLAcZR3F17ypDaJ8X6bDTW9oywvJHQHVUqmXWumZd3w__&Key-Pair-Id=K3EI6M078Z3AC3,725,595,AI2D_TEST,val,images/1325.jpg,data/mmstar/images\1325\image.jpg
1326,"What is the part represented by A?
Options: A: none of the above, B: liquid metallic hydrogen, C: molecular hydrogen, D: rocky core",B,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1326/image/image.jpg?Expires=1745640619&Signature=eEk89gKuz6xfnn5hgpAXpDa-0TbeITT3SFKN4GHKmxivGtCZIp~cn-YnlG6JOTV1XonKtMePsrTwdH62-tY1rmpMjYvBu0vukU6Hk7-UvhS4is90LxgpcUy29RPybn7chujzjo7Ss2XG3KtRNlb8KfTITOS4t6bwqTcVdpoZXMCTBjOZIitgw-ArRNNBPJ-AzD6yPpjL1Pfrx5uMytpLwb3OAapX-B4HD7qXH4CWojGc8iIwe8~e5WKWSJKksIEpYypTFjEkT4veUP1V~8dtZbDMfvjTcOm1h8cJlixJcxkOS0lHDoXLtH6bscRWiRdEIltp8u2Cfw8l57AKBEcnVA__&Key-Pair-Id=K3EI6M078Z3AC3,449,338,AI2D_TEST,val,images/1326.jpg,data/mmstar/images\1326\image.jpg
1327,"What does D depict in the diagram?
Options: A: 4th quarter, B: 1st quarter, C: 3rd quarter, D: none of the above",C,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1327/image/image.jpg?Expires=1745640619&Signature=Qv-Yt7RwrA0kwt6O-eDwT1Hdz1EiRy~5x6EwLTgBoDnUB2o3tB-64uta2ndUyjQp46dvBeBhoAKy9s31AeguQ2HP52Xv3U0opQT8l76rx6S4nUgDv4HAqRbqXyiRPqYAyTBJzlIZJIYSpgDzLP2bL17MrDez3rNsSPtqqyenG6uIbT3KNhtVayu6prZMw6ueUajTKuZQT67RKb3vXK7Nyqkpdu4KXv03RCooZfTlF9P32Ht1gxSAy8Dq1e15OkTYWypeXrtlMqPJ-pthcBCg8OsBTQy18Xh5jjtns-SjniGi8WFuFBNOC8W-jnVdZrg3rmpVGfxifl1-mPJLOECTWQ__&Key-Pair-Id=K3EI6M078Z3AC3,300,300,AI2D_TEST,val,images/1327.jpg,data/mmstar/images\1327\image.jpg
1328,"What is the expected ratio of offspring with a woolly fleece to offspring with a hairy fleece? Choose the most likely ratio.
Options: A: 0:4, B: 4:0, C: 2:2, D: 1:3",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1328/image/image.jpg?Expires=1745640619&Signature=bctCGDxIghwLNFXCLMPLyFySXaHWongeALMmTqNRquRQFnBHv7XNS8tsFyPl3P8yId2kOCtscG~dMMP5FFvgfImw7Rv-G5AbEaXoiE78mMbwtm4Vb2vdEuWyL~S326egW9BSltVF~0zPwhXMjWM~69XVVijuz-tAO0ra64B6s86f12fhmloJ4klluUDrm8PZW6WgsxbQ70vfdTVCRG2WC0EUL-fY6gfkX3B-vEbr0g0UP39xZrG~hfGPXSDB9a4sfQG42BFO2Lwkjfs8Yp9jFx5DwypwQHpvqsx-TvAnrXvHhA9zgWqF6ohnoLZYK2ho3kpWS77UPbDMcm~DfB4RDQ__&Key-Pair-Id=K3EI6M078Z3AC3,241,236,ScienceQA_TEST,val,images/1328.jpg,data/mmstar/images\1328\image.jpg
1329,"In the diagram shown above, What is the next stage after the fruit releases seeds?
Options: A: The plant dies, B: The plant grows, C: The seed germinates, D: The flower produces fruit",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1329/image/image.jpg?Expires=1745640619&Signature=jshvIKTU-QNVEFpCWeo5LoEWmiUVFyvZU8D0~wvid9tDtRveIuo9~SjeGWVoHfQCUjoUji6awTOWj5a5WuXgcp4Ip92~nDlRWiq-f~WiV1DShHV-7pNk4kY2x6Bv-5FMG7SL1heB~cmd-nMsgM22BcIDWXOEtSu8cdVhHBlMSk70WrUJjP9Yhzk9z4NMjzsn-7-Bpfx~557C7khQv4hI1iwtSEpuK1k-7iiGaZO-itIJd-QSZbTb4rs8Lyipp~VeUx7YJoEBGfgbztJhos8jQGDhL2r5qvBkcMfh24Z2uv-Mm79T-PwndEsqy4ipaNAvmu0x145ZvJbwzRHiPpjYHg__&Key-Pair-Id=K3EI6M078Z3AC3,480,480,AI2D_TEST,val,images/1329.jpg,data/mmstar/images\1329\image.jpg
1330,"What word best describes phase D in the diagram?
Options: A: Full, B: Waning gibbous, C: New, D: Waxing crescent",A,science & technology,geography & earth science & agriculture,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1330/image/image.jpg?Expires=1745640619&Signature=OqdlrewquUGIkfapfmv2UIhhcAuEJoRs~hQVPXV6FbGS8f-OIJyRdfYoXgjrbUeSNj1FPBmo4-9tLG8dDmA8JE690Eu~NSuQphu7qdpxTbea-uf16gP7u9sT8i56Rd9F2z8GqijRhiswSMK6hKLKH~ZjnFwPfEpJ1e7nSI1RavsuGtP62jsJN0cBiQmfBMapu3dn0bRnLkAjDnAR5oqOnqUH8Kc4Yp-SyCa5OQf7vCuVlbKNBGbodBGta4nTshEQsdutZbLVksazLbCHYc3O2Z6FGoPLT49vHOeD~h1l7cEk23tSFS6RgacE9Jt2X0LKfxnqiRRz5mf3z3d2C~w7rw__&Key-Pair-Id=K3EI6M078Z3AC3,503,1500,AI2D_TEST,val,images/1330.jpg,data/mmstar/images\1330\image.jpg
1331,"Consider the molecule in blue bound to a binding site. Identify the binding interactions taking place at ii shown in red. <image 1>
Options: A: hydrogen bonds, B: ionic bonds, C: van der Waals interactions, D: nan",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1331/image/image.jpg?Expires=1745640619&Signature=OhrYlYIJJxy~ObLmuxqzQXdjr2GVQnZh47jZUd7gYFSvp4JoVt-Ue6KdTzWsD3zA0-Ay8mzvhfuIgOdEgrMeHH51ivZ7eEv8iI76W3vz9wGe3J785foeV4hiNroM6jHJ7QmyJqeKaf4aNsyWJcIQk0tpd913I8Fa3cngIVK40LGPG-cjqN5Rx1kFHzti7E1KPNthII26TvtdvkRazNTm5NyZybiwNQYgljx2SHuZZeiur5oTC6T5s7W5ub~nzltDvUlJNqN7V4PNSTq1vBCVk5nsLdquMp-vClGH9Z4FcRlBmXr-AIVQoemzp5SLvpzap~J3bUdhoqyBRQsy5JrOtw__&Key-Pair-Id=K3EI6M078Z3AC3,270,345,MMMU,val,images/1331.jpg,data/mmstar/images\1331\image.jpg
1332,"Select for the following pharmacokinetic phenomena <image 1> <image 2> <image 3>, the relevant optical representation. Transdermal absorption by active transport
Options: A: Graph 1, B: Graph 2, C: Graph 3, D: nan",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1332/image/image.jpg?Expires=1745640619&Signature=nwW1FGVXt3ebeLGB1VrwXATQ4EfOEMkNfQO-Llqh9yZ9N21LNaplU3LlUQspAW0EzhZ2OPPbnG5M3fCQMvsartLatz09CS6D-wR4qw9q~0WrbBttkB2epB~GqBH9V62JF3hCnupLbbyffrXZKjuf5no0DafGVwGYmo7hbY47SAKcSyHOz7nzht1RdLOkPBqCvUmKyrap4I2UO6Lq3lSrZCsjD21bv5BmKMH8OTE~JudQm~Y5mDPHe4dlQ5uHWAWxJURkTcUvOAD5XMJV0J~7KrfDv0UN0ET71kJ~J3b0ra04OC68f1IH9iRzzygpZyIITSzjDqh~WBO3eFZ5t4RPkw__&Key-Pair-Id=K3EI6M078Z3AC3,402,394,MMMU,val,images/1332.jpg,data/mmstar/images\1332\image.jpg
1333,"An electrically neutral subatomic particle in the baryon family is ?
Options: A: A, B: C, C: D, D: B",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1333/image/image.jpg?Expires=1745640619&Signature=nAEt0snDxkiggi0O1ZYUCwoFF3s1n2FCfdi7F2n0MMWd-ytsbCbQc6utfFgYtAvcu4XYk0rL6gZGbx5o3s6csJz~0h5WVgUG0GkagZD5WN8ftwkaADkPAJc8hR~i9iWO-9jIgTJyWfP4FvNWnlrJz2E4JjUyjnG50-9fCoxtxr1fzn94I5yvUG-krphUd2xFlXn0LdMS60U5pRjVPo7mxrUVVvyYGm51neStJpu03Kbx5rIMVZHiG~ktQnav~EmDnR6cgsrVuHqQvbOtojedJ-m-4V2~4QsAu9xn8MejkHKxoBEMYxNqyH~QV06BPI1EUfma7AJpxN~nxBHLT2TarA__&Key-Pair-Id=K3EI6M078Z3AC3,226,226,AI2D_TEST,val,images/1333.jpg,data/mmstar/images\1333\image.jpg
1334,"What the nature relations of these animals
Options: A: predation, B: mutualism, C: parasitism, D: nan",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1334/image/image.jpg?Expires=1745640619&Signature=nm89ey4RSoECqnX3OI6A-1orNI3zUpVlKg21WEcTpP3VU4aN1CCSwhbK-5k4BxAxKbhSOpT8WvguUCTPjmiT2vO6g74c2e0SqOlgpmZqGrm~iKfNdZLG5RTiSn12Ovv~rah8w2j2Luzzap5MrB5YCiM8FLmdsJcpjWgMDi2lrIMgeGQ~hegZj2aEaCMxKiMPbJwFj4s0lHGbgUg198q2xDbJ0OoldNCgXWf-4sBO~nomkjgWlGWyPAXqyxaQP02WLSfJGsO6ng5h-W~OzCWFiJ4uYgdRcSisTS-PjermIbhzHpDBsD4QUAckQt6bQj5X7upFwXgkRLXjD9qrc7O-Ag__&Key-Pair-Id=K3EI6M078Z3AC3,187,269,MMBench,val,images/1334.jpg,data/mmstar/images\1334\image.jpg
1335,"The picture shows a scene of flame reaction. Please select the metal that most possibly used in this experiment.
Options: A: Copper., B: Iron., C: Sodium., D: Nitrogen.",A,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1335/image/image.jpg?Expires=1745640619&Signature=L9SQzm9KB8YJI6Auw3jed8oZcUfcHdveFlKMhdpoAR1GBzeKOMycrnQrGysb1U8xYwdUlNvaLw0OPZyppHH9E5R8FjJMA~BjB57rgLhotmdMaMr8skcR0MFw1cYwgWq6oShSUo4xCYfnYmqamzNe92jb1JpITXyWDBzeQecnPwKh-AWjyOofTuSA7NzGqqB7E-vJ7TBfWxNwqglLNB0HK6n1xVPAUrmcVLdNxasAtCgkIRYTgAL7XyMRmnJdSSuWecdyzq9pT~eH8fmAvVREv30CWMNw-UTmIcvq-386hfVwp5Z8z~3NSWhJuFcVg6679OSXfibxTbEZH7R25JSXow__&Key-Pair-Id=K3EI6M078Z3AC3,320,512,MMBench,val,images/1335.jpg,data/mmstar/images\1335\image.jpg
1336,"Stage 3 is shown at which letter?
Options: A: C, B: A, C: B, D: E",B,science & technology,biology & chemistry & physics,https://datasets-server.huggingface.co/cached-assets/Lin-Chen/MMStar/--/bc98d668301da7b14f648724866e57302778ab27/--/val/val/1336/image/image.jpg?Expires=1745640619&Signature=GIxLJJ0FUozkZn0oveZOrphSZOFm2uDHEiIkWzYU4AYnBY00vGAXA96aX21DJiH1EQdUHOZ3JFtdg-Ip7HdXhXF19sthAvrqf2nHazzcC2WZ4uJ1Vv1vI3npmFyZe6TwuXwnvbfLxgBJj3KK20OcW5OcDaXPvmvTg66b33Hot-dJ-wFPtFgEVLxijIefbMdsJRI9G7RSVbY~mJzu5c8~GF3UmJsw8NHNT5OGarJekdVLUfuIf4pagi9vFKWnkt~VJw-kSrHmeE0pMZmLg5-sEhS6xWBnWC2JCOts28KxDTXbPYiNAb2g-hTDPxSQQe8OzJWdz~06xTBgUgYt-egbLQ__&Key-Pair-Id=K3EI6M078Z3AC3,339,320,AI2D_TEST,val,images/1336.jpg,data/mmstar/images\1336\image.jpg
